max_clusters,number_of_sentences,metric,average_precision,average_recall,f1,std_precision,std_recall,m_a_p
6,11,cosine,0.4846892983326743,0.9300564707371344,0.6372712724318479,0.05919155980515447,0.08068501367607969,0.4088804012558803
6,11,euclidean,0.4846892983326743,0.9300564707371344,0.6372712724318479,0.05919155980515447,0.08068501367607969,0.4088804012558803
6,13,cosine,0.485877684139521,0.936173598612367,0.6397320062411574,0.05905926296123769,0.0628102813136213,0.355045899281901
6,13,euclidean,0.485877684139521,0.936173598612367,0.6397320062411574,0.05905926296123769,0.0628102813136213,0.355045899281901
8,3,cosine,0.46841215453756674,0.7573099396028131,0.5788150220313174,0.07630820296470499,0.20300697988990787,0.5448945192783412
8,3,euclidean,0.46841215453756674,0.7573099396028131,0.5788150220313174,0.07630820296470499,0.20300697988990787,0.5448945192783412
8,5,cosine,0.4786610450503888,0.8674393733601242,0.6169070766068022,0.06860091942512479,0.14508082250686224,0.5468426111128952
8,5,euclidean,0.4786610450503888,0.8674393733601242,0.6169070766068022,0.06860091942512479,0.14508082250686224,0.5468426111128952
8,7,cosine,0.48310489071984286,0.9124028633068139,0.631721728952701,0.062492592235382484,0.1002570483243134,0.4960777075482831
8,7,euclidean,0.48310489071984286,0.9124028633068139,0.631721728952701,0.062492592235382484,0.1002570483243134,0.4960777075482831
8,9,cosine,0.4846745456586389,0.9317881672117769,0.6376645180843238,0.05948381033859866,0.07347323473663915,0.4216742827402211
8,9,euclidean,0.4846745456586389,0.9317881672117769,0.6376645180843238,0.05948381033859866,0.07347323473663915,0.4216742827402211
8,11,cosine,0.48595962105515045,0.9389047077698446,0.6404396078481245,0.05998159295407976,0.05979227494980341,0.353099541965699
8,11,euclidean,0.48595962105515045,0.9389047077698446,0.6404396078481245,0.05998159295407976,0.05979227494980341,0.353099541965699
8,13,cosine,0.48636708795467665,0.9415806144244727,0.6414153974255422,0.059694754217388055,0.048240531670979386,0.3390647756828998
8,13,euclidean,0.48636708795467665,0.9415806144244727,0.6414153974255422,0.059694754217388055,0.048240531670979386,0.3390647756828998
10,3,cosine,0.4689925996073832,0.7805193180285521,0.5859212366674668,0.07707030619704297,0.19717218244652132,0.5453050895496082
10,3,euclidean,0.4689925996073832,0.7805193180285521,0.5859212366674668,0.07707030619704297,0.19717218244652132,0.5453050895496082
10,5,cosine,0.4798025833251877,0.8793125430830808,0.6208398707715771,0.0668742945398425,0.13497671735399727,0.5465823920517708
10,5,euclidean,0.4798025833251877,0.8793125430830808,0.6208398707715771,0.0668742945398425,0.13497671735399727,0.5465823920517708
10,7,cosine,0.4838248130582219,0.9190790437025785,0.633932602526087,0.06189178145121268,0.09054335936689084,0.492333112105167
10,7,euclidean,0.4838248130582219,0.9190790437025785,0.633932602526087,0.06189178145121268,0.09054335936689084,0.492333112105167
10,9,cosine,0.4848720894156698,0.9349208247162476,0.6385677928186491,0.05878732624261612,0.06416187662921727,0.4184722595818941
10,9,euclidean,0.4848720894156698,0.9349208247162476,0.6385677928186491,0.05878732624261612,0.06416187662921727,0.4184722595818941
10,11,cosine,0.4864313109847199,0.9416816003877153,0.6414946770092297,0.05876574192246889,0.04790228521680153,0.34481079810973625
10,11,euclidean,0.4864313109847199,0.9416816003877153,0.6414946770092297,0.05876574192246889,0.04790228521680153,0.34481079810973625
10,13,cosine,0.48663467987236575,0.943570903939564,0.6421095400168558,0.05882932228025553,0.039309933240633387,0.33660403671826145
10,13,euclidean,0.48663467987236575,0.943570903939564,0.6421095400168558,0.05882932228025553,0.039309933240633387,0.33660403671826145
